seed,epoch,avg_loss,accuracy,time_elapsed,optimizer,task
1,30,4.59162013232708,0.019,3.560242,BelOpt,modular_addition
1,31,4.589237347245216,0.018,3.675974,BelOpt,modular_addition
1,32,4.583929896354675,0.0185,3.790654,BelOpt,modular_addition
1,33,4.581481248140335,0.0185,3.905932,BelOpt,modular_addition
1,34,4.581359028816223,0.017,4.021807,BelOpt,modular_addition
1,35,4.576715841889381,0.0185,4.137855,BelOpt,modular_addition
1,36,4.576547145843506,0.0185,4.255211,BelOpt,modular_addition
1,37,4.57549960911274,0.02,4.371997,BelOpt,modular_addition
1,38,4.57377752661705,0.0205,4.488503,BelOpt,modular_addition
1,39,4.573796510696411,0.02,4.604442,BelOpt,modular_addition
1,40,4.574721127748489,0.0205,4.721515,BelOpt,modular_addition
1,41,4.57001094520092,0.021,4.839163,BelOpt,modular_addition
1,42,4.568213179707527,0.021,4.957199,BelOpt,modular_addition
1,43,4.56543630361557,0.0225,5.07416,BelOpt,modular_addition
1,44,4.56573973596096,0.023,5.192292,BelOpt,modular_addition
1,45,4.560662195086479,0.0235,5.310313,BelOpt,modular_addition
1,46,4.562321871519089,0.023,5.429096,BelOpt,modular_addition
1,47,4.5618573278188705,0.024,5.547086,BelOpt,modular_addition
1,48,4.560616239905357,0.0235,5.664599,BelOpt,modular_addition
1,49,4.556540787220001,0.0235,5.78182,BelOpt,modular_addition
1,50,4.5570001900196075,0.024,5.899067,BelOpt,modular_addition
2,1,5.399236291646957,0.009,0.117582,BelOpt,modular_addition
2,2,5.200958833098412,0.009,0.236277,BelOpt,modular_addition
2,3,5.065545529127121,0.009,0.354566,BelOpt,modular_addition
2,4,4.955790549516678,0.0085,0.470496,BelOpt,modular_addition
2,5,4.8832409381866455,0.012,0.585561,BelOpt,modular_addition
2,6,4.838058158755302,0.0125,0.701359,BelOpt,modular_addition
2,7,4.795777723193169,0.0125,0.816679,BelOpt,modular_addition
2,8,4.75658093392849,0.0115,0.932578,BelOpt,modular_addition
2,9,4.731712356209755,0.012,1.047803,BelOpt,modular_addition
2,10,4.715166449546814,0.0105,1.163761,BelOpt,modular_addition
2,11,4.693920135498047,0.0115,1.279879,BelOpt,modular_addition
2,12,4.677835762500763,0.011,1.395881,BelOpt,modular_addition
2,13,4.661602824926376,0.013,1.512488,BelOpt,modular_addition
2,14,4.65279982984066,0.0135,1.628281,BelOpt,modular_addition
2,15,4.6453325897455215,0.0145,1.743939,BelOpt,modular_addition
2,16,4.635084018111229,0.015,1.860842,BelOpt,modular_addition
2,17,4.627416551113129,0.015,1.977116,BelOpt,modular_addition
2,18,4.627044230699539,0.0155,2.094993,BelOpt,modular_addition
2,19,4.618554621934891,0.0155,2.214361,BelOpt,modular_addition
2,20,4.611325904726982,0.0135,2.33481,BelOpt,modular_addition
2,21,4.606131762266159,0.015,2.453818,BelOpt,modular_addition
2,22,4.601486355066299,0.0155,2.572795,BelOpt,modular_addition
2,23,4.599101021885872,0.012,2.691582,BelOpt,modular_addition
2,24,4.594561994075775,0.0155,2.810067,BelOpt,modular_addition
2,25,4.589531749486923,0.0115,2.928815,BelOpt,modular_addition
2,26,4.589147433638573,0.015,3.044729,BelOpt,modular_addition
2,27,4.587025880813599,0.0175,3.16197,BelOpt,modular_addition
2,28,4.580012962222099,0.0155,3.278184,BelOpt,modular_addition
2,29,4.58254000544548,0.0185,3.394551,BelOpt,modular_addition
2,30,4.577948644757271,0.019,3.511381,BelOpt,modular_addition
2,31,4.577894672751427,0.0175,3.627999,BelOpt,modular_addition
2,32,4.573881894350052,0.017,3.744329,BelOpt,modular_addition
2,33,4.570247143507004,0.0165,3.862759,BelOpt,modular_addition
2,34,4.570300906896591,0.016,3.979489,BelOpt,modular_addition
2,35,4.568996906280518,0.017,4.097577,BelOpt,modular_addition
2,36,4.57171368598938,0.0175,4.213746,BelOpt,modular_addition
2,37,4.5662586987018585,0.018,4.328929,BelOpt,modular_addition
2,38,4.562545642256737,0.0185,4.44434,BelOpt,modular_addition
2,39,4.5631818771362305,0.017,4.558703,BelOpt,modular_addition
2,40,4.563141167163849,0.017,4.673513,BelOpt,modular_addition
2,41,4.55842362344265,0.0175,4.787996,BelOpt,modular_addition
2,42,4.557608440518379,0.018,4.902627,BelOpt,modular_addition
2,43,4.557089373469353,0.0165,5.016874,BelOpt,modular_addition
2,44,4.5592260509729385,0.018,5.132794,BelOpt,modular_addition
2,45,4.55476813018322,0.0195,5.247508,BelOpt,modular_addition
2,46,4.555902868509293,0.0185,5.362531,BelOpt,modular_addition
2,47,4.5551715940237045,0.0195,5.477827,BelOpt,modular_addition
2,48,4.553036153316498,0.018,5.592047,BelOpt,modular_addition
2,49,4.553164973855019,0.018,5.707017,BelOpt,modular_addition
2,50,4.552392438054085,0.0175,5.8216,BelOpt,modular_addition
